Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,6.867020937893825,6.9385519938481535,6.859867627645229,6.888480186462402,443600,0.0,0.0
2022-01-04 00:00:00-05:00,6.909937182794227,6.945703040202412,6.859865391728961,6.867018699645996,289400,0.0,0.0
2022-01-05 00:00:00-05:00,6.874173678711725,6.902786237998186,6.78833600085234,6.795489311218262,268300,0.0,0.0
2022-01-06 00:00:00-05:00,6.809795092350369,6.881326140658638,6.788335163898464,6.852713584899902,146400,0.0,0.0
2022-01-07 00:00:00-05:00,6.867020536714156,6.888479784029058,6.838407979568562,6.874173164367676,224700,0.0,0.0
2022-01-10 00:00:00-05:00,6.867022792313385,6.867022792313385,6.788337722684573,6.859869480133057,343000,0.0,0.0
2022-01-11 00:00:00-05:00,6.867022792313385,6.888482046676971,6.824103601408815,6.859869480133057,293000,0.0,0.0
2022-01-12 00:00:00-05:00,6.8613093268164596,6.890138328721671,6.753200054168701,6.753200054168701,637900,0.072,0.0
2022-01-13 00:00:00-05:00,6.789237620108091,6.832480786569156,6.767616036877559,6.810859203338623,260200,0.0,0.0
2022-01-14 00:00:00-05:00,6.810857805220447,6.810857805220447,6.695541801879111,6.709956645965576,521500,0.0,0.0
2022-01-18 00:00:00-05:00,6.666712256280089,6.702748676213976,6.637883257800488,6.673919677734375,327400,0.0,0.0
2022-01-19 00:00:00-05:00,6.6883344650268555,6.717163466229391,6.6378838847568185,6.6883344650268555,306600,0.0,0.0
2022-01-20 00:00:00-05:00,6.717163466229391,6.760407311701999,6.67392030809439,6.6883344650268555,250800,0.0,0.0
2022-01-21 00:00:00-05:00,6.673922064115868,6.709958496935234,6.594641774445708,6.623470783233643,631600,0.0,0.0
2022-01-24 00:00:00-05:00,6.57301944540897,6.60184845093252,6.385630565837035,6.5874342918396,811100,0.0,0.0
2022-01-25 00:00:00-05:00,6.49374096929941,6.652300183290141,6.479326120388711,6.594642162322998,291300,0.0,0.0
2022-01-26 00:00:00-05:00,6.64509074452001,6.688333898995357,6.450494487368304,6.508152484893799,925200,0.0,0.0
2022-01-27 00:00:00-05:00,6.544191719746042,6.558606568995812,6.493741122047531,6.5225701332092285,389200,0.0,0.0
2022-01-28 00:00:00-05:00,6.508152779435559,6.565810779570502,6.436080622935669,6.500946044921875,297200,0.0,0.0
2022-01-31 00:00:00-05:00,6.508153029819858,6.573018454301592,6.493738872900364,6.544189453125,357600,0.0,0.0
2022-02-01 00:00:00-05:00,6.573020576294776,6.616264435689047,6.5369841413558545,6.594642162322998,371500,0.0,0.0
2022-02-02 00:00:00-05:00,6.6378846514248675,6.688335237521889,6.630677228457383,6.68112850189209,271500,0.0,0.0
2022-02-03 00:00:00-05:00,6.652299792021577,6.666714640084438,6.601849198477138,6.623470783233643,234400,0.0,0.0
2022-02-04 00:00:00-05:00,6.623469034526228,6.623469034526228,6.493738872900364,6.544189453125,380900,0.0,0.0
2022-02-07 00:00:00-05:00,6.558604489259405,6.637884072980023,6.544189644580588,6.6018476486206055,279400,0.0,0.0
2022-02-08 00:00:00-05:00,6.609056442589338,6.702750890433917,6.573020010750998,6.6162638664245605,214600,0.0,0.0
2022-02-09 00:00:00-05:00,6.630678026757235,6.666714458595576,6.609056442589338,6.6162638664245605,288700,0.0,0.0
2022-02-10 00:00:00-05:00,6.588660073522257,6.690359599802992,6.55960316498081,6.574131965637207,220800,0.072,0.0
2022-02-11 00:00:00-05:00,6.610452429785241,6.610452429785241,6.465167212872044,6.486960411071777,467800,0.0,0.0
2022-02-14 00:00:00-05:00,6.486957802943978,6.501485903131417,6.377993934068783,6.414315223693848,678100,0.0,0.0
2022-02-15 00:00:00-05:00,6.450639247894287,6.523281165168029,6.436110448776775,6.450639247894287,338200,0.0,0.0
2022-02-16 00:00:00-05:00,6.4724304371118295,6.566865533850894,6.4724304371118295,6.54507303237915,257700,0.0,0.0
2022-02-17 00:00:00-05:00,6.523278357602087,6.5378071504665245,6.42157957863492,6.428843975067139,405400,0.0,0.0
2022-02-18 00:00:00-05:00,6.4579035741745905,6.472431680355978,6.37073285877247,6.407053470611572,295200,0.0,0.0
2022-02-22 00:00:00-05:00,6.392524287532934,6.41431678951944,6.327146088802269,6.377995491027832,372200,0.0,0.0
2022-02-23 00:00:00-05:00,6.3925231579218496,6.40705125908857,6.334409367712916,6.363466262817383,293000,0.0,0.0
2022-02-24 00:00:00-05:00,6.239974285430644,6.363466262817383,6.189124892190584,6.363466262817383,514100,0.0,0.0
2022-02-25 00:00:00-05:00,6.385261037408028,6.4942242597042785,6.363468531503032,6.450639247894287,133500,0.0,0.0
2022-02-28 00:00:00-05:00,6.443373071448881,6.501486866350364,6.41431617399814,6.479694366455078,188100,0.0,0.0
2022-03-01 00:00:00-05:00,6.5378106567675625,6.595924473850455,6.516018148554314,6.574131965637207,434600,0.0,0.0
2022-03-02 00:00:00-05:00,6.581395225765388,6.6395090327803,6.552338322257932,6.617715835571289,201900,0.0,0.0
2022-03-03 00:00:00-05:00,6.632243767928467,6.654036269521431,6.5813943666211765,6.595922470092773,186100,0.0,0.0
2022-03-04 00:00:00-05:00,6.595924473850455,6.595924473850455,6.516018148554314,6.574131965637207,251100,0.0,0.0
2022-03-07 00:00:00-05:00,6.581392836288863,6.581392836288863,6.428843975067139,6.428843975067139,230500,0.0,0.0
2022-03-08 00:00:00-05:00,6.428845056803777,6.465165659534336,6.356202465800478,6.457901954650879,255300,0.0,0.0
2022-03-09 00:00:00-05:00,6.545074174169077,6.545074174169077,6.457903460304016,6.4942240715026855,182400,0.0,0.0
2022-03-10 00:00:00-05:00,6.4810423554058465,6.4810423554058465,6.371193765587863,6.393163204193115,196200,0.072,0.0
2022-03-11 00:00:00-05:00,6.393162454954286,6.451748781695441,6.232052326202393,6.232052326202393,348300,0.0,0.0
2022-03-14 00:00:00-04:00,6.2466976103212914,6.2466976103212914,6.05629469098165,6.085587501525879,634700,0.0,0.0
2022-03-15 00:00:00-04:00,6.1148810542350684,6.195436118409767,6.092910919863606,6.173466682434082,234500,0.0,0.0
2022-03-16 00:00:00-04:00,6.232051869085387,6.356546494786654,6.232051869085387,6.290637493133545,214800,0.0,0.0
2022-03-17 00:00:00-04:00,6.290638691771365,6.400486583193486,6.290638691771365,6.393163204193115,128900,0.0,0.0
2022-03-18 00:00:00-04:00,6.4004876620205815,6.429780484563624,6.356548777404008,6.371194839477539,149400,0.0,0.0
2022-03-21 00:00:00-04:00,6.363870253868697,6.371193632716339,6.268669122432741,6.283315181732178,114300,0.0,0.0
2022-03-22 00:00:00-04:00,6.290639639033219,6.297963019136365,6.2174072347936935,6.261346817016602,378600,0.0,0.0
2022-03-23 00:00:00-04:00,6.268668878554906,6.268668878554906,6.2100825484488755,6.254022121429443,237900,0.0,0.0
2022-03-24 00:00:00-04:00,6.283315181732178,6.297961939427461,6.217406168895096,6.283315181732178,190000,0.0,0.0
2022-03-25 00:00:00-04:00,6.290637081233659,6.290637081233659,6.107556843472008,6.166142463684082,567300,0.0,0.0
2022-03-28 00:00:00-04:00,6.1881123715228545,6.19543574921026,6.114880689836012,6.180788993835449,310500,0.0,0.0
2022-03-29 00:00:00-04:00,6.202760821743232,6.261346462458971,6.188114062366334,6.239377021789551,219200,0.0,0.0
2022-03-30 00:00:00-04:00,6.254023085801797,6.349224926609998,6.254023085801797,6.297962665557861,226600,0.0,0.0
