Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-12-19 00:00:00-05:00,25.0,25.0,24.829999923706055,24.940000534057617,166000,0.0,0.0,0.0
2024-12-20 00:00:00-05:00,24.950000762939453,25.040000915527344,24.75,24.84000015258789,258800,0.0,0.0,0.0
2024-12-23 00:00:00-05:00,24.850000381469727,24.889999389648438,24.729999542236328,24.860000610351562,113400,0.0,0.0,0.0
2024-12-24 00:00:00-05:00,24.860000610351562,24.940000534057617,24.850000381469727,24.940000534057617,61700,0.0,0.0,0.0
2024-12-26 00:00:00-05:00,24.940000534057617,25.0,24.915000915527344,25.0,113500,0.0,0.0,0.0
2024-12-27 00:00:00-05:00,25.0,25.0,24.90999984741211,25.0,39400,0.0,0.0,0.0
2024-12-30 00:00:00-05:00,25.0,25.25,24.920000076293945,25.25,190100,0.0,0.0,0.0
2024-12-31 00:00:00-05:00,25.239999771118164,25.239999771118164,24.950000762939453,25.200000762939453,787900,0.0,0.0,0.0
2025-01-02 00:00:00-05:00,25.149999618530273,25.15999984741211,25.040000915527344,25.139999389648438,110000,0.0,0.0,0.0
2025-01-03 00:00:00-05:00,25.1200008392334,25.200000762939453,25.100000381469727,25.139999389648438,94100,0.0,0.0,0.0
2025-01-06 00:00:00-05:00,25.1299991607666,25.139999389648438,25.030000686645508,25.049999237060547,32500,0.0,0.0,0.0
2025-01-07 00:00:00-05:00,25.040000915527344,25.09000015258789,24.8700008392334,24.920000076293945,66200,0.0,0.0,0.0
2025-01-08 00:00:00-05:00,24.920000076293945,25.0,24.902000427246094,24.93000030517578,26400,0.0,0.0,0.0
2025-01-10 00:00:00-05:00,24.979999542236328,24.979999542236328,24.850000381469727,24.860000610351562,125500,0.0,0.0,0.0
2025-01-13 00:00:00-05:00,24.889999389648438,24.899999618530273,24.860000610351562,24.8799991607666,22900,0.0,0.0,0.0
2025-01-14 00:00:00-05:00,25.0,25.0,24.899999618530273,24.974000930786133,10800,0.0,0.0,0.0
2025-01-15 00:00:00-05:00,25.040000915527344,25.170000076293945,24.979999542236328,25.06999969482422,20500,0.0,0.0,0.0
2025-01-16 00:00:00-05:00,25.059999465942383,25.200000762939453,25.049999237060547,25.09000015258789,55100,0.0,0.0,0.0
2025-01-17 00:00:00-05:00,25.09000015258789,25.139999389648438,25.010000228881836,25.079999923706055,41300,0.0,0.0,0.0
2025-01-21 00:00:00-05:00,25.09000015258789,25.149999618530273,25.0,25.059999465942383,89557,0.0,0.0,0.0
