Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,146.2182507214472,148.76101662263926,145.89811260057587,147.90122985839844,13120900,0.0,0.0
2022-01-04 00:00:00-05:00,150.28851023367127,154.19413125694908,150.21533540448362,153.5081329345703,20195800,0.0,0.0
2022-01-05 00:00:00-05:00,154.4190771792877,154.91595038443867,150.65566525670513,150.70167541503906,17539400,1.0,0.0
2022-01-06 00:00:00-05:00,153.5817535219491,154.00501331900134,150.784498517414,152.30274963378906,14047500,0.0,0.0
2022-01-07 00:00:00-05:00,152.440773813248,154.1522480419491,151.87948350060057,153.81179809570312,13913300,0.0,0.0
2022-01-10 00:00:00-05:00,155.5692722692703,155.79009858083396,152.3119437704053,153.95901489257812,12922500,0.0,0.0
2022-01-11 00:00:00-05:00,154.8239511797514,155.0631984195803,153.02966708268966,154.11544799804688,11854100,0.0,0.0
2022-01-12 00:00:00-05:00,155.00798512018193,156.04774178553748,153.8301839266544,154.9895782470703,12568000,0.0,0.0
2022-01-13 00:00:00-05:00,154.89755768384566,156.25017502869903,154.48349430161775,154.7963409423828,13623400,0.0,0.0
2022-01-14 00:00:00-05:00,147.92286147557914,148.17130515533654,144.3710926581424,145.28204345703125,40158400,0.0,0.0
2022-01-18 00:00:00-05:00,143.34050130620642,143.34050130620642,138.51892587853197,139.19064331054688,32324800,0.0,0.0
2022-01-19 00:00:00-05:00,139.46667696056835,140.07396326389815,136.6878292998574,137.0374755859375,22380000,0.0,0.0
2022-01-20 00:00:00-05:00,137.0927243554297,138.58335819575075,135.5928800581042,135.86892700195312,14860800,0.0,0.0
2022-01-21 00:00:00-05:00,135.72170374453498,135.73090016145605,132.7496324006084,133.4949493408203,20705400,0.0,0.0
2022-01-24 00:00:00-05:00,130.91852934219136,133.8629972783573,128.424938543255,133.3753204345703,28471400,0.0,0.0
2022-01-25 00:00:00-05:00,132.179119317873,135.12360113690204,129.54749816933844,134.8291473388672,18915900,0.0,0.0
2022-01-26 00:00:00-05:00,136.8442747684441,138.546552481427,134.30467388387743,136.108154296875,20709100,0.0,0.0
2022-01-27 00:00:00-05:00,137.4883629564367,138.37171025354715,132.6207915076766,133.70655822753906,17536800,0.0,0.0
2022-01-28 00:00:00-05:00,132.67601663119987,135.04078744915972,130.81731550136922,134.90277099609375,14117000,0.0,0.0
2022-01-31 00:00:00-05:00,134.01022973108647,136.90868762375655,133.11768587657792,136.73387145996094,13985700,0.0,0.0
2022-02-01 00:00:00-05:00,136.81670669515532,139.37471511101927,136.457849803443,139.08026123046875,14584900,0.0,0.0
2022-02-02 00:00:00-05:00,138.4821380377975,138.8870050067529,136.24618733242625,137.96685791015625,12441100,0.0,0.0
2022-02-03 00:00:00-05:00,138.0220760922066,139.54031331308823,136.44861824700953,136.8258819580078,12474900,0.0,0.0
2022-02-04 00:00:00-05:00,137.1939386570921,141.2425802936777,136.89028842829862,140.3776397705078,16654400,0.0,0.0
2022-02-07 00:00:00-05:00,141.03093516197566,141.35297818901293,138.8041810982782,140.84690856933594,12572300,0.0,0.0
2022-02-08 00:00:00-05:00,142.62278090775658,145.82488844458712,142.4387543211026,143.49691772460938,20411400,0.0,0.0
2022-02-09 00:00:00-05:00,144.08586705553336,144.85878744316324,143.37736372037298,144.09507751464844,9131100,0.0,0.0
2022-02-10 00:00:00-05:00,144.15022825360884,146.33097208813197,142.82521436517453,143.49691772460938,16455600,0.0,0.0
2022-02-11 00:00:00-05:00,143.18406361177887,145.55804436396238,140.75487629052816,141.62901306152344,16830000,0.0,0.0
2022-02-14 00:00:00-05:00,140.5340740167108,141.40821102433623,138.316529997029,140.31324768066406,17026500,0.0,0.0
